2 287.066 16.2893 OH/IR
4 286.601 17.6587 OH/IR
19 297.294 29.8758 OH/IR
25 285.28 14.0871 OH/IR
39 278.997 -6.88683 OH/IR
40 295.436 18.5738 OH/IR
44 293.395 21.1037 OH/IR
53 298.456 22.4274 OH/IR
88 260.72 -40.3642 OH/IR
103 303.975 36.5014 OH/IR
126 264.214 -25.2739 OH/IR
146 307.536 26.6937 OH/IR
156 285.756 16.9419 OH/IR
192 291.825 24.4494 OH/IR
213 295.033 34.1219 OH/IR
214 266.093 -28.9985 OH/IR
217 297.109 22.6658 OH/IR
228 158.328 -63.4885 OH/IR
247 281.556 22.3364 OH/IR
248 290.209 22.4564 OH/IR
287 266.743 -29.0408 OH/IR
290 219.166 -72.1295 OH/IR
294 267.429 -15.0779 OH/IR
298 287.487 12.8823 OH/IR
308 293.394 11.6174 OH/IR
334 298.262 20.3714 OH/IR
362 231.136 -43.0774 OH/IR
363 266.661 -29.1338 OH/IR
374 305.786 31.1685 OH/IR
375 269.899 -21.2537 OH/IR
380 286.891 14.6132 OH/IR
398 295.431 19.9421 OH/IR
412 286.268 13.762 OH/IR
421 310.778 30.0106 OH/IR
446 318.07 22.2987 OH/IR
470 276.153 12.3214 OH/IR
477 279.169 0.133737 OH/IR
486 266.393 -29.215 OH/IR
488 279.271 -12.4717 OH/IR
504 275.723 -13.7945 OH/IR
533 277.127 -24.269 OH/IR
535 295.263 15.572 OH/IR
567 245.147 -32.1603 OH/IR
570 293.833 12.8705 OH/IR
591 298.685 36.7044 OH/IR
608 260.295 -22.4663 OH/IR
612 290.683 25.3822 OH/IR
618 271.623 -44.9187 OH/IR
620 271.741 -20.8639 OH/IR
621 282.556 2.78676 OH/IR
643 284.497 14.2221 OH/IR
683 275.87 -10.4555 OH/IR
688 266.63 -36.9302 OH/IR
699 293.299 20.8584 OH/IR
729 262.542 -50.1024 OH/IR
744 224.242 -57.689 OH/IR
760 274.384 -9.75051 OH/IR
768 311.336 32.0449 OH/IR
783 289.979 10.0707 OH/IR
784 292.119 14.6978 OH/IR
803 272.351 -31.6576 OH/IR
819 176.517 -62.5556 OH/IR
829 39.5521 56.5902 AGB*
831 305.777 10.0937 AGB*
833 217.766 -60.1732 AGB*
834 161.654 71.6088 AGB*
839 31.8369 64.032 AGB*
843 267.08 3.06145 AGB*
845 82.2025 -69.8003 AGB*
846 281.129 -30.6194 AGB*
847 268.293 -5.16549 AGB*
848 79.9258 -66.4557 AGB*
851 357.74 48.7812 AGB*
855 290.186 -20.5784 AGB*
856 298.809 -9.8862 AGB*
857 316.237 57.759 AGB*
858 304.294 23.5622 AGB*
859 75.1344 -72.1506 AGB*
863 347.356 61.8829 AGB*
865 82.6197 -9.47228 AGB*
869 77.249 -69.1987 AGB*
879 356.068 66.2591 AGB*
881 266.238 -29.2569 AGB*
883 82.9116 -70.1208 AGB*
884 218.293 -60.6971 AGB*
886 218.045 -60.4744 AGB*
888 280.558 27.0797 AGB*
890 283.21 -29.9422 AGB*
894 82.0338 -65.589 AGB*
895 84.9867 -70.5374 AGB*
896 124.704 48.2102 AGB*
898 27.9903 61.5392 AGB*
899 277.268 -51.0807 AGB*
902 82.1081 12.507 AGB*
904 60.7692 61.9355 AGB*
907 275.498 9.41057 AGB*
908 74.8931 37.2591 AGB*
910 295.031 -12.2188 AGB*
922 269.723 -57.8289 AGB*
924 245.981 -23.7029 AGB*
926 87.9044 -68.3818 AGB*
934 280.431 -33.1213 AGB*
936 224.51 -78.8368 AGB*
938 300.139 53.9161 AGB*
939 263.827 -6.13719 AGB*
940 317.246 56.2266 AGB*
941 103.476 -18.3386 AGB*
942 62.5992 51.1237 AGB*
943 17.8922 60.2064 AGB*
944 87.6638 -67.5307 AGB*
946 283.421 -29.573 AGB*
949 47.3739 52.712 AGB*
952 289.769 32.213 AGB*
962 71.6137 37.5529 AGB*
963 218.412 -60.8072 AGB*
965 339.383 62.7612 AGB*
971 264.091 -12.6196 AGB*
975 82.9236 -65.5914 AGB*
